"Gemeindenamen","BFS-Nr.","Listen-Nr.","Liste","Wahlkreis-Nr.","Wahlkreis","Stimmen","Stimmenanteil","+/- (Stimmenanteil)","Stimmenzusatz","Wähler","Wähleranteil","+/- (Wähleranteil)","Stimmenanteil 2015","Wähleranteil 2015"
"Hittnau","173","4","GLP","13","Wahlkreis XIII, Pfäffikon","728","11.1","4.33","8","104","11.1","4.33","6.77","6.77"
"Hittnau","173","5","Grüne","13","Wahlkreis XIII, Pfäffikon","600","9.15","2.38","3","86","9.15","2.38","6.77","6.77"
"Hittnau","173","6","CVP","13","Wahlkreis XIII, Pfäffikon","145","2.21","-0.77","7","21","2.21","-0.77","2.98","2.98"
"Hittnau","173","7","EVP","13","Wahlkreis XIII, Pfäffikon","967","14.74","4.42","12","138","14.74","4.42","10.32","10.32"
"Hittnau","173","8","AL","13","Wahlkreis XIII, Pfäffikon","98","1.49","0.84","0","14","1.49","0.84","0.66","0.66"
"Hittnau","173","9","BDP","13","Wahlkreis XIII, Pfäffikon","139","2.12","-1.34","1","20","2.12","-1.34","3.46","3.46"
"Hittnau","173","10","EDU","13","Wahlkreis XIII, Pfäffikon","438","6.68","-0.32","10","63","6.68","-0.32","7","7"
"Hochfelden","59","1","SVP","17","Wahlkreis XVII, Bülach","3367","42.03","-7.46","31","187","42.03","-7.46","49.49","49.49"
"Hochfelden","59","2","SP","17","Wahlkreis XVII, Bülach","1048","13.08","1.36","33","58","13.08","1.36","11.72","11.72"
"Hochfelden","59","3","FDP","17","Wahlkreis XVII, Bülach","772","9.64","0.25","12","43","9.64","0.25","9.39","9.39"
"Hochfelden","59","4","GLP","17","Wahlkreis XVII, Bülach","946","11.81","7.69","2","53","11.81","7.69","4.12","4.12"
"Hochfelden","59","5","Grüne","17","Wahlkreis XVII, Bülach","577","7.2","3.37","0","32","7.2","3.37","3.83","3.83"
"Hochfelden","59","6","CVP","17","Wahlkreis XVII, Bülach","128","1.6","-0.82","1","7","1.6","-0.82","2.42","2.42"
"Hochfelden","59","7","EVP","17","Wahlkreis XVII, Bülach","380","4.74","-3.22","2","21","4.74","-3.22","7.96","7.96"
"Hochfelden","59","8","AL","17","Wahlkreis XVII, Bülach","48","0.6","0.03","0","3","0.6","0.03","0.57","0.57"
"Hochfelden","59","9","BDP","17","Wahlkreis XVII, Bülach","165","2.06","-1.34","1","9","2.06","-1.34","3.4","3.4"
"Hochfelden","59","10","EDU","17","Wahlkreis XVII, Bülach","579","7.23","0.4","5","32","7.23","0.4","6.83","6.83"
"Hombrechtikon","153","1","SVP","10","Wahlkreis X, Meilen","8074","35.15","-5.92","275","673","35.15","-5.92","41.07","41.07"
"Hombrechtikon","153","2","SP","10","Wahlkreis X, Meilen","3014","13.12","-1.68","18","251","13.12","-1.68","14.8","14.8"
"Hombrechtikon","153","3","FDP","10","Wahlkreis X, Meilen","2673","11.64","-0.43","72","223","11.64","-0.43","12.06","12.06"
"Hombrechtikon","153","4","GLP","10","Wahlkreis X, Meilen","2911","12.67","5.46","25","243","12.67","5.46","7.22","7.22"
"Hombrechtikon","153","5","Grüne","10","Wahlkreis X, Meilen","2756","12","6.78","19","230","12","6.78","5.22","5.22"
"Hombrechtikon","153","6","CVP","10","Wahlkreis X, Meilen","789","3.44","-0.63","21","66","3.44","-0.63","4.06","4.06"
"Hombrechtikon","153","7","EVP","10","Wahlkreis X, Meilen","1096","4.77","0.15","11","91","4.77","0.15","4.62","4.62"
"Hombrechtikon","153","8","AL","10","Wahlkreis X, Meilen","175","0.76","-0.6","0","15","0.76","-0.6","1.36","1.36"
"Hombrechtikon","153","9","BDP","10","Wahlkreis X, Meilen","553","2.41","-0.81","11","46","2.41","-0.81","3.22","3.22"
"Hombrechtikon","153","10","EDU","10","Wahlkreis X, Meilen","927","4.04","-2.33","49","77","4.04","-2.33","6.37","6.37"
"Horgen","295","1","SVP","9","Wahlkreis IX, Horgen","15657","25.03","-6.09","232","1044","25.03","-6.09","31.12","31.12"
"Horgen","295","2","SP","9","Wahlkreis IX, Horgen","10000","15.99","-0.48","121","667","15.99","-0.48","16.47","16.47"
"Horgen","295","3","FDP","9","Wahlkreis IX, Horgen","13880","22.19","-0.01","232","925","22.19","-0.01","22.2","22.2"
"Horgen","295","4","GLP","9","Wahlkreis IX, Horgen","7265","11.61","5.22","95","484","11.61","5.22","6.39","6.39"
"Horgen","295","5","Grüne","9","Wahlkreis IX, Horgen","6023","9.63","3.6","42","402","9.63","3.6","6.03","6.03"
"Horgen","295","6","CVP","9","Wahlkreis IX, Horgen","3904","6.24","-1","131","260","6.24","-1","7.24","7.24"
"Horgen","295","7","EVP","9","Wahlkreis IX, Horgen","2403","3.84","0.08","53","160","3.84","0.08","3.76","3.76"
"Horgen","295","8","AL","9","Wahlkreis IX, Horgen","830","1.33","0.22","20","55","1.33","0.22","1.1","1.1"
"Horgen","295","9","BDP","9","Wahlkreis IX, Horgen","1796","2.87","-1.12","64","120","2.87","-1.12","3.99","3.99"
"Horgen","295","10","EDU","9","Wahlkreis IX, Horgen","792","1.27","-0.11","9","53","1.27","-0.11","1.37","1.37"
"Humlikon","32","1","SVP","16","Wahlkreis XVI, Andelfingen","214","42.8","-7.39","4","54","42.8","-7.39","50.19","50.19"
"Humlikon","32","2","SP","16","Wahlkreis XVI, Andelfingen","36","7.2","-1.39","2","9","7.2","-1.39","8.59","8.59"
"Humlikon","32","3","FDP","16","Wahlkreis XVI, Andelfingen","94","18.8","1.24","0","24","18.8","1.24","17.56","17.56"
"Humlikon","32","4","GLP","16","Wahlkreis XVI, Andelfingen","40","8","0.18","0","10","8","0.18","7.82","7.82"
"Humlikon","32","5","Grüne","16","Wahlkreis XVI, Andelfingen","21","4.2","3.82","0","5","4.2","3.82","0.38","0.38"
"Humlikon","32","6","CVP","16","Wahlkreis XVI, Andelfingen","5","1","0.81","0","1","1","0.81","0.19","0.19"
"Humlikon","32","7","EVP","16","Wahlkreis XVI, Andelfingen","21","4.2","1.91","0","5","4.2","1.91","2.29","2.29"
"Humlikon","32","8","AL","16","Wahlkreis XVI, Andelfingen","8","1.6","1.41","0","2","1.6","1.41","0.19","0.19"
"Humlikon","32","9","BDP","16","Wahlkreis XVI, Andelfingen","27","5.4","-0.13","0","7","5.4","-0.13","5.53","5.53"
"Humlikon","32","10","EDU","16","Wahlkreis XVI, Andelfingen","34","6.8","-0.45","0","9","6.8","-0.45","7.25","7.25"
"Höri","60","1","SVP","17","Wahlkreis XVII, Bülach","3724","52.78","-15.58","114","207","52.78","-15.58","68.36","68.36"
"Höri","60","2","SP","17","Wahlkreis XVII, Bülach","865","12.26","5.31","60","48","12.26","5.31","6.95","6.95"
"Höri","60","3","FDP","17","Wahlkreis XVII, Bülach","539","7.64","2.42","15","30","7.64","2.42","5.22","5.22"
"Höri","60","4","GLP","17","Wahlkreis XVII, Bülach","498","7.06","2.72","0","28","7.06","2.72","4.33","4.33"
"Höri","60","5","Grüne","17","Wahlkreis XVII, Bülach","294","4.17","2.12","0","16","4.17","2.12","2.04","2.04"
"Höri","60","6","CVP","17","Wahlkreis XVII, Bülach","168","2.38","1.41","0","9","2.38","1.41","0.98","0.98"
"Höri","60","7","EVP","17","Wahlkreis XVII, Bülach","303","4.29","-0.27","2","17","4.29","-0.27","4.57","4.57"
"Höri","60","8","AL","17","Wahlkreis XVII, Bülach","45","0.64","0.1","0","3","0.64","0.1","0.54","0.54"
"Höri","60","9","BDP","17","Wahlkreis XVII, Bülach","57","0.81","-0.83","0","3","0.81","-0.83","1.64","1.64"
"Höri","60","10","EDU","17","Wahlkreis XVII, Bülach","563","7.98","2.72","0","31","7.98","2.72","5.26","5.26"
"Hüntwangen","61","1","SVP","17","Wahlkreis XVII, Bülach","2255","46.4","0.58","2","125","46.4","0.58","45.82","45.82"
"Hüntwangen","61","2","SP","17","Wahlkreis XVII, Bülach","582","11.98","-2.36","0","32","11.98","-2.36","14.34","14.34"
"Hüntwangen","61","3","FDP","17","Wahlkreis XVII, Bülach","502","10.33","-2.94","25","28","10.33","-2.94","13.27","13.27"
"Hüntwangen","61","4","GLP","17","Wahlkreis XVII, Bülach","547","11.26","4.26","21","30","11.26","4.26","6.99","6.99"
"Hüntwangen","61","5","Grüne","17","Wahlkreis XVII, Bülach","491","10.1","6.22","8","27","10.1","6.22","3.88","3.88"
"Hüntwangen","61","6","CVP","17","Wahlkreis XVII, Bülach","108","2.22","-0.74","0","6","2.22","-0.74","2.96","2.96"
"Hüntwangen","61","7","EVP","17","Wahlkreis XVII, Bülach","146","3","1.17","0","8","3","1.17","1.83","1.83"
"Hüntwangen","61","8","AL","17","Wahlkreis XVII, Bülach","37","0.76","0.15","0","2","0.76","0.15","0.61","0.61"
"Hüntwangen","61","9","BDP","17","Wahlkreis XVII, Bülach","92","1.89","-4.9","0","5","1.89","-4.9","6.8","6.8"
"Hüntwangen","61","10","EDU","17","Wahlkreis XVII, Bülach","100","2.06","-0.53","0","6","2.06","-0.53","2.59","2.59"
"Hüttikon","87","1","SVP","18","Wahlkreis XVIII, Dielsdorf","1454","60.08","-2.2","37","132","60.08","-2.2","62.28","62.28"
"Hüttikon","87","2","SP","18","Wahlkreis XVIII, Dielsdorf","125","5.17","-1.89","0","11","5.17","-1.89","7.06","7.06"
"Hüttikon","87","3","FDP","18","Wahlkreis XVIII, Dielsdorf","311","12.85","-1.72","1","28","12.85","-1.72","14.57","14.57"
"Hüttikon","87","4","GLP","18","Wahlkreis XVIII, Dielsdorf","252","10.41","4.88","13","23","10.41","4.88","5.53","5.53"
"Hüttikon","87","5","Grüne","18","Wahlkreis XVIII, Dielsdorf","80","3.31","0.2","0","7","3.31","0.2","3.11","3.11"
"Hüttikon","87","6","CVP","18","Wahlkreis XVIII, Dielsdorf","59","2.44","0.41","0","5","2.44","0.41","2.03","2.03"
"Hüttikon","87","7","EVP","18","Wahlkreis XVIII, Dielsdorf","44","1.82","0.91","0","4","1.82","0.91","0.9","0.9"
"Hüttikon","87","8","AL","18","Wahlkreis XVIII, Dielsdorf","9","0.37","-0.25","0","1","0.37","-0.25","0.62","0.62"
"Hüttikon","87","9","BDP","18","Wahlkreis XVIII, Dielsdorf","7","0.29","-0.95","0","1","0.29","-0.95","1.24","1.24"
"Hüttikon","87","10","EDU","18","Wahlkreis XVIII, Dielsdorf","79","3.26","0.72","0","7","3.26","0.72","2.54","2.54"
"Illnau-Effretikon","296","1","SVP","13","Wahlkreis XIII, Pfäffikon","6511","26.4","-4.84","167","930","26.4","-4.84","31.24","31.24"
"Illnau-Effretikon","296","2","SP","13","Wahlkreis XIII, Pfäffikon","4690","19.02","-0.65","57","670","19.02","-0.65","19.67","19.67"
"Illnau-Effretikon","296","3","FDP","13","Wahlkreis XIII, Pfäffikon","4066","16.49","-2.6","134","581","16.49","-2.6","19.09","19.09"
"Illnau-Effretikon","296","4","GLP","13","Wahlkreis XIII, Pfäffikon","2870","11.64","5.1","28","410","11.64","5.1","6.54","6.54"
"Illnau-Effretikon","296","5","Grüne","13","Wahlkreis XIII, Pfäffikon","2322","9.42","3.44","12","332","9.42","3.44","5.98","5.98"
"Illnau-Effretikon","296","6","CVP","13","Wahlkreis XIII, Pfäffikon","1065","4.32","-0.2","12","152","4.32","-0.2","4.52","4.52"
"Illnau-Effretikon","296","7","EVP","13","Wahlkreis XIII, Pfäffikon","1214","4.92","-0.1","8","173","4.92","-0.1","5.02","5.02"
"Illnau-Effretikon","296","8","AL","13","Wahlkreis XIII, Pfäffikon","248","1.01","-0.15","0","35","1.01","-0.15","1.16","1.16"
"Illnau-Effretikon","296","9","BDP","13","Wahlkreis XIII, Pfäffikon","661","2.68","-0.14","6","94","2.68","-0.14","2.82","2.82"
"Illnau-Effretikon","296","10","EDU","13","Wahlkreis XIII, Pfäffikon","1014","4.11","0.61","9","145","4.11","0.61","3.5","3.5"
"Kappel am Albis","6","1","SVP","8","Wahlkreis VIII, Affoltern","493","37.01","-8.26","7","82","37.01","-8.26","45.27","45.27"
"Kappel am Albis","6","2","SP","8","Wahlkreis VIII, Affoltern","200","15.02","5.41","0","33","15.02","5.41","9.61","9.61"
"Kappel am Albis","6","3","FDP","8","Wahlkreis VIII, Affoltern","134","10.06","-6.01","0","22","10.06","-6.01","16.07","16.07"
"Kappel am Albis","6","4","GLP","8","Wahlkreis VIII, Affoltern","186","13.96","5.41","0","31","13.96","5.41","8.56","8.56"
"Kappel am Albis","6","5","Grüne","8","Wahlkreis VIII, Affoltern","112","8.41","2.63","0","19","8.41","2.63","5.78","5.78"
"Kappel am Albis","6","6","CVP","8","Wahlkreis VIII, Affoltern","30","2.25","0.53","1","5","2.25","0.53","1.73","1.73"
"Kappel am Albis","6","7","EVP","8","Wahlkreis VIII, Affoltern","144","10.81","-0.08","0","24","10.81","-0.08","10.89","10.89"
"Kappel am Albis","6","8","AL","8","Wahlkreis VIII, Affoltern","7","0.53","-1.2","0","1","0.53","-1.2","1.73","1.73"
"Kappel am Albis","6","9","BDP","8","Wahlkreis VIII, Affoltern","7","0.53","0.53","0","1","0.53","0.53","",""
"Kappel am Albis","6","10","EDU","8","Wahlkreis VIII, Affoltern","19","1.43","1.43","0","3","1.43","1.43","0","0"
"Kilchberg","135","1","SVP","9","Wahlkreis IX, Horgen","5150","18.67","-6.29","144","343","18.67","-6.29","24.96","24.96"
"Kilchberg","135","2","SP","9","Wahlkreis IX, Horgen","2993","10.85","-0.02","64","200","10.85","-0.02","10.87","10.87"
"Kilchberg","135","3","FDP","9","Wahlkreis IX, Horgen","9508","34.47","-1.44","156","634","34.47","-1.44","35.9","35.9"
"Kilchberg","135","4","GLP","9","Wahlkreis IX, Horgen","3574","12.96","3.16","63","238","12.96","3.16","9.8","9.8"
"Kilchberg","135","5","Grüne","9","Wahlkreis IX, Horgen","3220","11.67","4.87","66","215","11.67","4.87","6.8","6.8"
"Kilchberg","135","6","CVP","9","Wahlkreis IX, Horgen","1441","5.22","-0.22","46","96","5.22","-0.22","5.44","5.44"
"Kilchberg","135","7","EVP","9","Wahlkreis IX, Horgen","661","2.4","0.42","1","44","2.4","0.42","1.98","1.98"
"Kilchberg","135","8","AL","9","Wahlkreis IX, Horgen","567","2.06","0.8","6","38","2.06","0.8","1.25","1.25"
"Kilchberg","135","9","BDP","9","Wahlkreis IX, Horgen","283","1.03","-0.39","16","19","1.03","-0.39","1.42","1.42"
"Kilchberg","135","10","EDU","9","Wahlkreis IX, Horgen","188","0.68","-0.49","0","13","0.68","-0.49","1.17","1.17"
"Kleinandelfingen","33","1","SVP","16","Wahlkreis XVI, Andelfingen","818","35.14","-4.23","0","205","35.14","-4.23","39.37","39.37"
"Kleinandelfingen","33","2","SP","16","Wahlkreis XVI, Andelfingen","346","14.86","2.86","2","87","14.86","2.86","12.01","12.01"
"Kleinandelfingen","33","3","FDP","16","Wahlkreis XVI, Andelfingen","414","17.78","1.91","9","104","17.78","1.91","15.88","15.88"
"Kleinandelfingen","33","4","GLP","16","Wahlkreis XVI, Andelfingen","189","8.12","1.02","0","47","8.12","1.02","7.1","7.1"
"Kleinandelfingen","33","5","Grüne","16","Wahlkreis XVI, Andelfingen","148","6.36","-3.07","1","37","6.36","-3.07","9.42","9.42"
"Kleinandelfingen","33","6","CVP","16","Wahlkreis XVI, Andelfingen","16","0.69","-0.47","0","4","0.69","-0.47","1.16","1.16"
"Kleinandelfingen","33","7","EVP","16","Wahlkreis XVI, Andelfingen","153","6.57","3.22","1","38","6.57","3.22","3.36","3.36"
"Kleinandelfingen","33","8","AL","16","Wahlkreis XVI, Andelfingen","22","0.95","0.21","0","6","0.95","0.21","0.73","0.73"
"Kleinandelfingen","33","9","BDP","16","Wahlkreis XVI, Andelfingen","159","6.83","-0.74","0","40","6.83","-0.74","7.57","7.57"
"Kleinandelfingen","33","10","EDU","16","Wahlkreis XVI, Andelfingen","63","2.71","-0.69","0","16","2.71","-0.69","3.4","3.4"
"Kloten","62","1","SVP","17","Wahlkreis XVII, Bülach","14868","33.95","-6.23","358","826","33.95","-6.23","40.18","40.18"
"Kloten","62","2","SP","17","Wahlkreis XVII, Bülach","8263","18.87","0.1","83","459","18.87","0.1","18.77","18.77"
"Kloten","62","3","FDP","17","Wahlkreis XVII, Bülach","5737","13.1","1.99","328","319","13.1","1.99","11.11","11.11"
"Kloten","62","4","GLP","17","Wahlkreis XVII, Bülach","4045","9.24","4.97","76","225","9.24","4.97","4.26","4.26"
"Kloten","62","5","Grüne","17","Wahlkreis XVII, Bülach","3427","7.83","1.97","4","190","7.83","1.97","5.86","5.86"
"Kloten","62","6","CVP","17","Wahlkreis XVII, Bülach","2322","5.3","-1.05","15","129","5.3","-1.05","6.35","6.35"
"Kloten","62","7","EVP","17","Wahlkreis XVII, Bülach","3146","7.18","1.04","73","175","7.18","1.04","6.14","6.14"
"Kloten","62","8","AL","17","Wahlkreis XVII, Bülach","397","0.91","0.11","3","22","0.91","0.11","0.79","0.79"
"Kloten","62","9","BDP","17","Wahlkreis XVII, Bülach","925","2.11","-1.51","9","51","2.11","-1.51","3.62","3.62"
"Kloten","62","10","EDU","17","Wahlkreis XVII, Bülach","664","1.52","-0.87","2","37","1.52","-0.87","2.39","2.39"
"Knonau","7","1","SVP","8","Wahlkreis VIII, Affoltern","739","27.01","-8.4","9","123","27.01","-8.4","35.41","35.41"
"Knonau","7","2","SP","8","Wahlkreis VIII, Affoltern","468","17.11","-2.67","1","78","17.11","-2.67","19.78","19.78"
"Knonau","7","3","FDP","8","Wahlkreis VIII, Affoltern","267","9.76","-1.69","1","45","9.76","-1.69","11.44","11.44"
"Knonau","7","4","GLP","8","Wahlkreis VIII, Affoltern","412","15.06","7.22","2","69","15.06","7.22","7.83","7.83"
"Knonau","7","5","Grüne","8","Wahlkreis VIII, Affoltern","327","11.95","6","0","55","11.95","6","5.95","5.95"
"Knonau","7","6","CVP","8","Wahlkreis VIII, Affoltern","100","3.65","-1.45","0","17","3.65","-1.45","5.11","5.11"
"Knonau","7","7","EVP","8","Wahlkreis VIII, Affoltern","227","8.3","-1.65","0","38","8.3","-1.65","9.95","9.95"
"Knonau","7","8","AL","8","Wahlkreis VIII, Affoltern","34","1.24","0.94","0","6","1.24","0.94","0.31","0.31"
"Knonau","7","9","BDP","8","Wahlkreis VIII, Affoltern","31","1.13","1.13","3","5","1.13","1.13","",""
"Knonau","7","10","EDU","8","Wahlkreis VIII, Affoltern","131","4.79","0.87","0","22","4.79","0.87","3.92","3.92"
"Küsnacht","154","1","SVP","10","Wahlkreis X, Meilen","12022","28.28","-4.24","198","1002","28.28","-4.24","32.52","32.52"
"Küsnacht","154","2","SP","10","Wahlkreis X, Meilen","4420","10.4","-0.7","36","368","10.4","-0.7","11.1","11.1"
"Küsnacht","154","3","FDP","10","Wahlkreis X, Meilen","13449","31.64","-4.19","185","1121","31.64","-4.19","35.83","35.83"
"Küsnacht","154","4","GLP","10","Wahlkreis X, Meilen","5316","12.51","5.92","60","443","12.51","5.92","6.58","6.58"
"Küsnacht","154","5","Grüne","10","Wahlkreis X, Meilen","3468","8.16","3.56","79","289","8.16","3.56","4.6","4.6"
"Küsnacht","154","6","CVP","10","Wahlkreis X, Meilen","1910","4.49","0.81","6","159","4.49","0.81","3.68","3.68"
"Küsnacht","154","7","EVP","10","Wahlkreis X, Meilen","884","2.08","0.43","2","74","2.08","0.43","1.65","1.65"
"Küsnacht","154","8","AL","10","Wahlkreis X, Meilen","486","1.14","-0.27","1","41","1.14","-0.27","1.41","1.41"
"Küsnacht","154","9","BDP","10","Wahlkreis X, Meilen","383","0.9","-0.92","8","32","0.9","-0.92","1.82","1.82"
"Küsnacht","154","10","EDU","10","Wahlkreis X, Meilen","166","0.39","-0.4","0","14","0.39","-0.4","0.79","0.79"
"Langnau am Albis","136","1","SVP","9","Wahlkreis IX, Horgen","6232","28.11","-1.34","118","415","28.11","-1.34","29.45","29.45"
"Langnau am Albis","136","2","SP","9","Wahlkreis IX, Horgen","3428","15.46","1.19","40","229","15.46","1.19","14.27","14.27"
"Langnau am Albis","136","3","FDP","9","Wahlkreis IX, Horgen","4843","21.84","-0.16","226","323","21.84","-0.16","22.01","22.01"
"Langnau am Albis","136","4","GLP","9","Wahlkreis IX, Horgen","2316","10.45","0.27","4","154","10.45","0.27","10.17","10.17"
"Langnau am Albis","136","5","Grüne","9","Wahlkreis IX, Horgen","1673","7.55","4.19","6","112","7.55","4.19","3.36","3.36"
"Langnau am Albis","136","6","CVP","9","Wahlkreis IX, Horgen","2196","9.91","-2.03","59","146","9.91","-2.03","11.94","11.94"
"Langnau am Albis","136","7","EVP","9","Wahlkreis IX, Horgen","589","2.66","-0.52","0","39","2.66","-0.52","3.17","3.17"
"Langnau am Albis","136","8","AL","9","Wahlkreis IX, Horgen","248","1.12","-0.34","1","17","1.12","-0.34","1.46","1.46"
"Langnau am Albis","136","9","BDP","9","Wahlkreis IX, Horgen","301","1.36","-0.9","8","20","1.36","-0.9","2.26","2.26"
"Langnau am Albis","136","10","EDU","9","Wahlkreis IX, Horgen","344","1.55","-0.07","0","23","1.55","-0.07","1.62","1.62"
"Laufen-Uhwiesen","34","1","SVP","16","Wahlkreis XVI, Andelfingen","577","36.8","2.89","1","144","36.8","2.89","33.9","33.9"
"Laufen-Uhwiesen","34","2","SP","16","Wahlkreis XVI, Andelfingen","213","13.58","-0.18","0","53","13.58","-0.18","13.77","13.77"
"Laufen-Uhwiesen","34","3","FDP","16","Wahlkreis XVI, Andelfingen","301","19.2","-5.8","0","75","19.2","-5.8","25","25"
"Laufen-Uhwiesen","34","4","GLP","16","Wahlkreis XVI, Andelfingen","127","8.1","3.58","2","32","8.1","3.58","4.52","4.52"
"Laufen-Uhwiesen","34","5","Grüne","16","Wahlkreis XVI, Andelfingen","195","12.44","2.57","1","49","12.44","2.57","9.86","9.86"
"Laufen-Uhwiesen","34","6","CVP","16","Wahlkreis XVI, Andelfingen","18","1.15","-1.73","0","5","1.15","-1.73","2.88","2.88"
"Laufen-Uhwiesen","34","7","EVP","16","Wahlkreis XVI, Andelfingen","25","1.59","0.64","4","6","1.59","0.64","0.96","0.96"
"Laufen-Uhwiesen","34","8","AL","16","Wahlkreis XVI, Andelfingen","9","0.57","0.44","0","2","0.57","0.44","0.14","0.14"
"Laufen-Uhwiesen","34","9","BDP","16","Wahlkreis XVI, Andelfingen","62","3.95","-1.46","0","16","3.95","-1.46","5.41","5.41"
"Laufen-Uhwiesen","34","10","EDU","16","Wahlkreis XVI, Andelfingen","41","2.61","-0.95","0","10","2.61","-0.95","3.56","3.56"
"Lindau","176","1","SVP","13","Wahlkreis XIII, Pfäffikon","3077","37.28","-1.09","111","440","37.28","-1.09","38.37","38.37"
"Lindau","176","2","SP","13","Wahlkreis XIII, Pfäffikon","1179","14.29","-2.11","13","168","14.29","-2.11","16.39","16.39"
"Lindau","176","3","FDP","13","Wahlkreis XIII, Pfäffikon","1215","14.72","0.76","33","174","14.72","0.76","13.97","13.97"
"Lindau","176","4","GLP","13","Wahlkreis XIII, Pfäffikon","862","10.44","2.94","16","123","10.44","2.94","7.5","7.5"
